cirp_id,sector,bench,admission_date,resolution_status,duration_days,admitted_claim_cr,realisation_pct,no_of_financial_creditors,resolution_applicants_received,ip_changed,litigation_pending,favourable_outcome
CIRP-00950,Retail,NCLT Chennai,2017-03-01,Ongoing,417,292.47,,123,15,0,1,0
CIRP-00951,Retail,NCLT Hyderabad,2019-02-14,Resolution Plan Approved,929,220.64,42.79,14,18,0,0,1
CIRP-00952,Healthcare,NCLT Mumbai,2019-09-10,Resolution Plan Approved,216,223.94,31.08,22,19,0,0,1
CIRP-00953,Telecom,NCLT Hyderabad,2019-07-19,Appeal Pending,381,13.28,,53,3,0,0,0
CIRP-00954,Telecom,NCLT Chennai,2021-06-01,Ongoing,346,78.16,,34,7,0,0,0
CIRP-00955,Banking & Finance,NCLT Ahmedabad,2018-10-26,Liquidation Order,452,78.18,7.72,18,9,0,0,0
CIRP-00956,IT / Technology,NCLT Delhi,2017-03-28,Resolution Plan Approved,862,159.15,19.09,117,18,0,0,1
CIRP-00957,Energy,NCLT Mumbai,2020-06-03,Withdrawn (Sec 12A),806,35.35,73.76,97,6,0,1,1
CIRP-00958,Healthcare,NCLT Kolkata,2021-11-15,Withdrawn (Sec 12A),1061,232.4,76.72,10,11,0,1,1
CIRP-00959,Manufacturing,NCLT Delhi,2017-08-21,Resolution Plan Approved,842,80.98,23.46,54,16,0,1,1
CIRP-00960,Manufacturing,NCLT Hyderabad,2019-04-04,Liquidation Order,556,227.33,1.72,80,9,0,0,0
CIRP-00961,IT / Technology,NCLT Mumbai,2018-06-13,Liquidation Order,1015,99.76,6.11,38,13,0,0,0
CIRP-00962,IT / Technology,NCLT Delhi,2018-03-17,Liquidation Order,722,16.62,2.48,44,0,0,0,0
CIRP-00963,Healthcare,NCLT Kolkata,2017-02-24,Appeal Pending,48,167.13,,2,5,0,0,0
CIRP-00964,Real Estate,NCLT Hyderabad,2019-02-01,Appeal Pending,580,107.43,,13,19,0,1,0
CIRP-00965,Healthcare,NCLT Hyderabad,2017-02-02,Liquidation Order,771,6.3,3.09,70,16,0,0,0
CIRP-00966,Banking & Finance,NCLT Ahmedabad,2021-11-22,Liquidation Order,947,194.9,2.26,120,4,1,1,0
CIRP-00967,Energy,NCLT Hyderabad,2019-12-07,Resolution Plan Approved,775,173.39,23.47,86,16,0,0,1
CIRP-00968,Telecom,NCLT Hyderabad,2021-01-31,Settled,863,222.41,52.48,97,18,0,0,1
CIRP-00969,Infrastructure,NCLT Ahmedabad,2022-12-23,Settled,428,23.38,76.96,86,17,1,0,1
CIRP-00970,Healthcare,NCLT Chennai,2017-09-26,Withdrawn (Sec 12A),786,10.21,72.39,140,10,0,1,1
CIRP-00971,Others,NCLT Kolkata,2021-02-26,Settled,698,818.15,32.01,61,18,0,1,1
CIRP-00972,Healthcare,NCLT Chennai,2021-01-02,Withdrawn (Sec 12A),289,52.16,85.25,39,3,0,0,1
CIRP-00973,IT / Technology,NCLT Hyderabad,2018-06-20,Withdrawn (Sec 12A),384,8.38,40.11,124,13,1,0,1
CIRP-00974,Banking & Finance,NCLT Chennai,2017-03-23,Ongoing,395,82.44,,1,12,0,1,0
CIRP-00975,Healthcare,NCLT Delhi,2020-02-26,Liquidation Order,67,57.82,5.55,119,14,0,1,0
CIRP-00976,Infrastructure,NCLT Delhi,2020-01-14,Liquidation Order,713,45.11,2.43,41,11,0,0,0
CIRP-00977,Others,NCLT Hyderabad,2021-12-21,Liquidation Order,621,461.77,5.33,42,13,0,1,0
CIRP-00978,Infrastructure,NCLT Hyderabad,2020-09-30,Ongoing,254,141.81,,60,17,0,1,0
CIRP-00979,Banking & Finance,NCLT Mumbai,2022-04-07,Liquidation Order,296,109.88,0.01,126,14,1,0,0
CIRP-00980,IT / Technology,NCLT Delhi,2021-09-16,Withdrawn (Sec 12A),709,16.03,68.59,103,11,0,0,1
CIRP-00981,Telecom,NCLT Delhi,2017-12-08,Ongoing,569,79.35,,109,17,0,0,0
CIRP-00982,Retail,NCLT Hyderabad,2020-06-14,Resolution Plan Approved,914,21.77,23.71,88,0,1,0,1
CIRP-00983,Others,NCLT Mumbai,2020-10-03,Ongoing,263,5.96,,116,0,0,0,0
CIRP-00984,Banking & Finance,NCLT Hyderabad,2021-12-30,Appeal Pending,96,11.92,,100,6,1,0,0
CIRP-00985,Energy,NCLT Ahmedabad,2021-04-09,Resolution Plan Approved,756,17.26,16.12,150,18,0,1,1
CIRP-00986,Manufacturing,NCLT Mumbai,2017-02-13,Withdrawn (Sec 12A),768,15.0,77.7,6,16,0,0,1
CIRP-00987,Healthcare,NCLT Hyderabad,2017-08-13,Appeal Pending,217,845.86,,69,3,0,0,0
CIRP-00988,Retail,NCLT Ahmedabad,2018-01-27,Settled,1068,36.31,63.86,60,1,1,0,1
CIRP-00989,Energy,NCLT Ahmedabad,2018-11-13,Settled,454,101.61,70.12,18,16,0,0,1
CIRP-00990,Healthcare,NCLT Chennai,2017-07-28,Liquidation Order,1081,239.98,5.07,32,10,0,0,0
CIRP-00991,Energy,NCLT Chennai,2022-03-18,Withdrawn (Sec 12A),437,26.98,77.31,79,4,0,0,1
CIRP-00992,Energy,NCLT Hyderabad,2022-05-10,Resolution Plan Approved,213,40.91,31.63,37,16,0,0,1
CIRP-00993,Manufacturing,NCLT Delhi,2020-01-16,Appeal Pending,61,5.9,,43,16,0,0,0
CIRP-00994,Infrastructure,NCLT Mumbai,2019-12-10,Withdrawn (Sec 12A),362,62.42,84.16,84,0,1,0,1
CIRP-00995,Retail,NCLT Chennai,2017-12-21,Withdrawn (Sec 12A),658,44.28,76.25,117,4,0,0,1
CIRP-00996,Real Estate,NCLT Mumbai,2021-04-29,Ongoing,451,20.34,,116,3,0,0,0
CIRP-00997,Telecom,NCLT Mumbai,2021-04-15,Settled,990,79.89,61.18,58,9,0,1,1
CIRP-00998,Banking & Finance,NCLT Mumbai,2020-11-05,Liquidation Order,905,247.15,4.43,62,6,0,1,0
CIRP-00999,Healthcare,NCLT Hyderabad,2019-07-20,Settled,410,47.49,57.35,132,10,0,0,1
CIRP-01000,Retail,NCLT Kolkata,2017-01-26,Settled,116,18.12,64.64,32,16,0,1,1
CIRP-01001,Healthcare,NCLT Kolkata,2019-07-19,Withdrawn (Sec 12A),584,16.28,68.94,50,19,1,0,1
CIRP-01002,Retail,NCLT Delhi,2021-03-30,Resolution Plan Approved,297,60.05,18.33,1,4,0,0,1
CIRP-01003,Manufacturing,NCLT Ahmedabad,2017-06-21,Ongoing,113,10.56,,73,9,0,0,0
CIRP-01004,Healthcare,NCLT Kolkata,2019-05-08,Appeal Pending,340,4470.67,,32,10,0,0,0
CIRP-01005,Manufacturing,NCLT Hyderabad,2017-08-26,Withdrawn (Sec 12A),680,5.54,68.02,49,4,0,0,1
CIRP-01006,Manufacturing,NCLT Kolkata,2019-08-01,Liquidation Order,709,36.33,0.77,69,14,0,0,0
CIRP-01007,Manufacturing,NCLT Chennai,2020-10-18,Appeal Pending,191,16.57,,42,14,0,1,0
CIRP-01008,Energy,NCLT Hyderabad,2017-07-22,Settled,643,4.58,58.29,97,13,1,0,1
CIRP-01009,Banking & Finance,NCLT Ahmedabad,2022-01-04,Resolution Plan Approved,242,91.08,25.42,138,15,0,0,1
CIRP-01010,Real Estate,NCLT Hyderabad,2017-06-26,Ongoing,446,111.82,,31,14,0,0,0
CIRP-01011,Healthcare,NCLT Chennai,2019-02-22,Resolution Plan Approved,925,9.13,40.93,9,5,0,0,1
CIRP-01012,Manufacturing,NCLT Hyderabad,2019-04-03,Withdrawn (Sec 12A),587,81.48,55.78,90,13,0,0,1
CIRP-01013,Others,NCLT Chennai,2019-09-26,Settled,808,123.13,58.29,51,15,0,0,1
CIRP-01014,Banking & Finance,NCLT Hyderabad,2021-09-20,Appeal Pending,119,20.12,,110,11,1,0,0
CIRP-01015,Infrastructure,NCLT Hyderabad,2018-10-09,Withdrawn (Sec 12A),309,177.22,43.44,83,6,0,0,1
CIRP-01016,Others,NCLT Delhi,2020-05-08,Liquidation Order,409,1003.36,0.05,58,0,0,1,0
CIRP-01017,Infrastructure,NCLT Hyderabad,2019-02-28,Liquidation Order,833,1698.45,5.03,19,20,0,1,0
CIRP-01018,Retail,NCLT Ahmedabad,2019-07-07,Withdrawn (Sec 12A),759,11.35,73.25,53,11,0,1,1
CIRP-01019,Manufacturing,NCLT Ahmedabad,2018-08-31,Resolution Plan Approved,921,31.44,18.09,66,10,0,0,1
CIRP-01020,Telecom,NCLT Kolkata,2019-09-07,Appeal Pending,135,213.57,,137,6,0,0,0
CIRP-01021,Others,NCLT Hyderabad,2019-07-20,Ongoing,270,77.36,,85,17,0,0,0
CIRP-01022,Telecom,NCLT Mumbai,2018-12-21,Ongoing,448,24.32,,77,3,0,0,0
CIRP-01023,Retail,NCLT Ahmedabad,2017-10-11,Withdrawn (Sec 12A),530,237.63,77.95,68,18,0,0,1
CIRP-01024,Energy,NCLT Ahmedabad,2020-02-03,Withdrawn (Sec 12A),157,178.43,51.61,50,4,0,0,1
CIRP-01025,IT / Technology,NCLT Ahmedabad,2018-06-24,Resolution Plan Approved,586,210.55,24.68,86,14,0,1,1
CIRP-01026,Real Estate,NCLT Hyderabad,2019-02-24,Settled,100,1.67,63.63,107,6,0,0,1
CIRP-01027,Others,NCLT Kolkata,2019-01-21,Settled,207,2.45,50.9,37,16,0,0,1
CIRP-01028,Infrastructure,NCLT Delhi,2021-04-01,Ongoing,94,44.44,,143,16,0,0,0
CIRP-01029,Healthcare,NCLT Kolkata,2022-01-20,Settled,189,65.15,76.08,87,2,0,0,1
CIRP-01030,Banking & Finance,NCLT Ahmedabad,2022-07-16,Ongoing,593,66.94,,43,13,0,1,0
CIRP-01031,IT / Technology,NCLT Mumbai,2019-08-27,Appeal Pending,419,148.17,,141,19,0,1,0
CIRP-01032,Retail,NCLT Hyderabad,2021-09-12,Withdrawn (Sec 12A),532,13.02,81.71,117,5,0,1,1
CIRP-01033,Retail,NCLT Delhi,2019-10-08,Appeal Pending,53,54.56,,27,6,0,0,0
CIRP-01034,Real Estate,NCLT Delhi,2020-01-30,Ongoing,419,7.43,,72,10,0,1,0
CIRP-01035,IT / Technology,NCLT Kolkata,2020-08-24,Ongoing,574,567.24,,104,1,0,0,0
CIRP-01036,Manufacturing,NCLT Delhi,2022-10-16,Liquidation Order,805,38.88,5.61,66,14,0,0,0
CIRP-01037,Healthcare,NCLT Hyderabad,2022-01-11,Resolution Plan Approved,99,201.94,24.02,103,1,1,0,1
CIRP-01038,Telecom,NCLT Chennai,2017-10-18,Appeal Pending,124,275.34,,28,2,0,0,0
CIRP-01039,Banking & Finance,NCLT Ahmedabad,2018-02-02,Settled,685,17.79,67.35,130,14,0,0,1
CIRP-01040,Retail,NCLT Mumbai,2017-12-12,Liquidation Order,124,20.66,7.13,16,13,1,0,0
CIRP-01041,Energy,NCLT Hyderabad,2020-03-13,Withdrawn (Sec 12A),915,23.38,63.8,58,1,0,0,1
CIRP-01042,Infrastructure,NCLT Kolkata,2021-01-24,Appeal Pending,434,6.8,,95,9,0,0,0
CIRP-01043,Banking & Finance,NCLT Hyderabad,2022-04-25,Appeal Pending,579,41.81,,122,20,1,1,0
CIRP-01044,Banking & Finance,NCLT Mumbai,2022-03-05,Settled,926,16.86,68.2,30,19,0,0,1
CIRP-01045,Real Estate,NCLT Mumbai,2020-09-15,Liquidation Order,1076,19.99,0.0,99,16,0,0,0
CIRP-01046,Telecom,NCLT Ahmedabad,2018-06-21,Appeal Pending,420,2.33,,142,2,0,1,0
CIRP-01047,Banking & Finance,NCLT Mumbai,2019-05-16,Liquidation Order,280,100.7,4.76,26,3,0,0,0
CIRP-01048,IT / Technology,NCLT Delhi,2020-05-04,Liquidation Order,116,6.62,0.51,119,7,0,0,0
CIRP-01049,Healthcare,NCLT Delhi,2020-06-17,Appeal Pending,279,41.2,,35,5,0,1,0
CIRP-01050,Healthcare,NCLT Chennai,2018-08-10,Settled,1067,157.4,70.17,71,15,0,0,1
CIRP-01051,Retail,NCLT Chennai,2017-08-04,Resolution Plan Approved,855,95.51,34.35,149,15,0,0,1
CIRP-01052,Retail,NCLT Hyderabad,2021-02-22,Liquidation Order,629,0.66,0.66,24,16,0,0,0
CIRP-01053,Infrastructure,NCLT Kolkata,2020-10-17,Appeal Pending,237,25.71,,111,15,0,1,0
CIRP-01054,Healthcare,NCLT Chennai,2022-08-15,Settled,725,307.56,57.41,58,4,0,1,1
CIRP-01055,Real Estate,NCLT Delhi,2020-08-19,Appeal Pending,373,156.85,,75,12,0,1,0
CIRP-01056,Infrastructure,NCLT Chennai,2019-07-14,Withdrawn (Sec 12A),437,548.77,38.25,75,2,0,0,1
CIRP-01057,Others,NCLT Kolkata,2019-02-02,Liquidation Order,512,35.31,4.56,48,14,1,0,0
CIRP-01058,Energy,NCLT Mumbai,2018-09-13,Resolution Plan Approved,897,80.61,23.47,10,15,0,0,1
CIRP-01059,Real Estate,NCLT Mumbai,2021-04-16,Liquidation Order,718,297.28,0.06,79,17,0,1,0
CIRP-01060,Energy,NCLT Ahmedabad,2022-04-13,Settled,996,233.29,74.31,9,3,0,1,1
CIRP-01061,Others,NCLT Chennai,2017-11-13,Withdrawn (Sec 12A),927,50.49,41.23,94,7,0,0,1
CIRP-01062,Real Estate,NCLT Kolkata,2020-03-09,Appeal Pending,513,74.15,,66,18,0,1,0
CIRP-01063,Manufacturing,NCLT Ahmedabad,2019-04-08,Settled,569,70.7,64.73,53,13,0,0,1
CIRP-01064,IT / Technology,NCLT Delhi,2019-09-13,Resolution Plan Approved,726,55.62,53.54,4,19,0,0,1
CIRP-01065,Real Estate,NCLT Chennai,2022-05-30,Liquidation Order,390,265.71,3.49,11,18,0,0,0
CIRP-01066,Banking & Finance,NCLT Ahmedabad,2021-04-19,Appeal Pending,324,62.51,,10,4,1,0,0
CIRP-01067,Healthcare,NCLT Kolkata,2021-04-02,Appeal Pending,99,2.83,,118,1,0,0,0
CIRP-01068,Others,NCLT Chennai,2022-11-02,Appeal Pending,339,985.17,,59,14,0,0,0
CIRP-01069,Real Estate,NCLT Mumbai,2017-06-01,Resolution Plan Approved,688,160.45,39.89,99,0,0,1,1
CIRP-01070,Manufacturing,NCLT Delhi,2022-02-24,Settled,487,269.87,77.02,49,5,0,1,1
CIRP-01071,Manufacturing,NCLT Kolkata,2018-07-17,Settled,754,23.0,52.33,22,8,0,0,1
CIRP-01072,Retail,NCLT Delhi,2018-06-28,Ongoing,580,571.59,,113,16,0,1,0
CIRP-01073,Real Estate,NCLT Chennai,2022-03-02,Liquidation Order,1000,440.46,12.23,4,18,0,0,0
CIRP-01074,Healthcare,NCLT Kolkata,2021-06-15,Appeal Pending,535,154.27,,25,11,0,1,0
CIRP-01075,Telecom,NCLT Chennai,2020-08-07,Settled,698,6.84,73.39,131,16,0,1,1
CIRP-01076,Infrastructure,NCLT Ahmedabad,2020-05-06,Appeal Pending,500,8.97,,126,16,0,0,0
CIRP-01077,Telecom,NCLT Delhi,2020-10-11,Liquidation Order,149,77.54,4.97,121,17,0,1,0
CIRP-01078,Others,NCLT Ahmedabad,2018-02-02,Withdrawn (Sec 12A),130,11.24,54.18,70,7,0,1,1
CIRP-01079,Infrastructure,NCLT Ahmedabad,2021-08-08,Liquidation Order,493,22.21,0.95,32,0,0,0,0
CIRP-01080,Infrastructure,NCLT Hyderabad,2021-04-19,Liquidation Order,249,3.83,6.05,62,20,0,0,0
CIRP-01081,Infrastructure,NCLT Kolkata,2017-10-22,Settled,894,78.8,54.74,6,1,0,0,1
CIRP-01082,Energy,NCLT Ahmedabad,2020-04-11,Settled,924,12.93,74.33,107,20,1,0,1
CIRP-01083,Healthcare,NCLT Hyderabad,2017-05-16,Settled,1053,8.35,70.46,36,0,0,0,1
CIRP-01084,Infrastructure,NCLT Delhi,2019-05-01,Appeal Pending,62,1.41,,68,1,0,1,0
CIRP-01085,Infrastructure,NCLT Mumbai,2019-03-04,Appeal Pending,579,22.58,,74,12,0,0,0
CIRP-01086,Infrastructure,NCLT Kolkata,2019-05-07,Appeal Pending,245,17.41,,111,5,0,0,0
CIRP-01087,IT / Technology,NCLT Delhi,2017-02-17,Ongoing,86,53.05,,48,4,0,1,0
CIRP-01088,Banking & Finance,NCLT Hyderabad,2017-08-06,Liquidation Order,461,15.67,0.32,34,19,0,1,0
CIRP-01089,Real Estate,NCLT Hyderabad,2017-08-06,Resolution Plan Approved,120,69.26,53.01,52,7,0,0,1
CIRP-01090,IT / Technology,NCLT Delhi,2019-10-08,Withdrawn (Sec 12A),323,168.3,63.46,53,7,0,0,1
CIRP-01091,Banking & Finance,NCLT Kolkata,2019-07-20,Liquidation Order,936,350.29,6.36,56,9,0,0,0
CIRP-01092,Manufacturing,NCLT Mumbai,2018-09-10,Resolution Plan Approved,749,18.35,20.27,65,13,0,0,1
CIRP-01093,Infrastructure,NCLT Hyderabad,2021-04-13,Settled,990,199.78,40.92,99,19,0,0,1
CIRP-01094,Banking & Finance,NCLT Hyderabad,2021-01-30,Settled,256,267.27,84.01,34,4,0,1,1
CIRP-01095,Infrastructure,NCLT Ahmedabad,2020-08-20,Liquidation Order,716,1322.08,4.89,61,4,0,0,0
CIRP-01096,Others,NCLT Hyderabad,2018-05-22,Withdrawn (Sec 12A),136,38.63,28.93,148,7,0,0,1
CIRP-01097,Telecom,NCLT Ahmedabad,2017-02-10,Appeal Pending,507,15.8,,53,11,0,0,0
CIRP-01098,Healthcare,NCLT Mumbai,2020-07-23,Ongoing,300,24.16,,42,15,0,0,0
CIRP-01099,Telecom,NCLT Mumbai,2018-09-26,Withdrawn (Sec 12A),878,312.05,67.73,132,6,0,1,1
CIRP-01100,Telecom,NCLT Chennai,2017-03-11,Withdrawn (Sec 12A),700,124.69,30.98,35,0,0,0,1
CIRP-01101,Banking & Finance,NCLT Mumbai,2019-10-01,Appeal Pending,257,349.4,,124,11,0,0,0
CIRP-01102,Banking & Finance,NCLT Chennai,2018-12-26,Withdrawn (Sec 12A),529,2.07,31.35,91,14,0,1,1
CIRP-01103,Infrastructure,NCLT Chennai,2018-01-14,Resolution Plan Approved,319,139.91,55.39,146,8,0,0,1
CIRP-01104,Healthcare,NCLT Chennai,2021-09-06,Settled,418,4.58,49.39,11,0,0,0,1
CIRP-01105,Manufacturing,NCLT Kolkata,2018-06-21,Appeal Pending,30,246.27,,136,11,0,1,0
CIRP-01106,Retail,NCLT Hyderabad,2022-03-27,Ongoing,550,165.29,,14,11,0,1,0
CIRP-01107,Telecom,NCLT Chennai,2020-11-10,Ongoing,334,143.32,,89,5,1,0,0
CIRP-01108,Telecom,NCLT Mumbai,2020-09-10,Ongoing,111,3.7,,118,19,0,1,0
CIRP-01109,Banking & Finance,NCLT Mumbai,2018-06-18,Withdrawn (Sec 12A),1072,150.17,70.33,38,12,0,1,1
CIRP-01110,Real Estate,NCLT Ahmedabad,2020-07-17,Appeal Pending,171,7.47,,99,1,0,0,0
CIRP-01111,Infrastructure,NCLT Delhi,2022-05-22,Settled,357,47.17,71.73,4,4,0,1,1
CIRP-01112,Telecom,NCLT Delhi,2021-08-08,Settled,425,418.36,61.22,2,11,0,0,1
CIRP-01113,Others,NCLT Hyderabad,2018-10-01,Withdrawn (Sec 12A),1048,69.57,78.95,22,12,0,0,1
CIRP-01114,Banking & Finance,NCLT Mumbai,2022-08-19,Withdrawn (Sec 12A),953,52.93,71.95,31,9,0,0,1
CIRP-01115,Infrastructure,NCLT Hyderabad,2018-06-18,Resolution Plan Approved,504,30.2,45.47,79,18,0,0,1
CIRP-01116,Healthcare,NCLT Ahmedabad,2020-12-15,Ongoing,479,1284.5,,102,10,1,0,0
CIRP-01117,Infrastructure,NCLT Mumbai,2019-01-20,Ongoing,592,108.1,,72,9,0,0,0
CIRP-01118,Real Estate,NCLT Chennai,2022-07-20,Settled,605,15.29,54.99,26,0,0,0,1
CIRP-01119,Healthcare,NCLT Delhi,2019-11-12,Resolution Plan Approved,508,65.57,26.89,123,6,0,0,1
CIRP-01120,Infrastructure,NCLT Chennai,2019-07-14,Ongoing,96,354.2,,38,8,1,1,0
CIRP-01121,Energy,NCLT Hyderabad,2019-03-01,Withdrawn (Sec 12A),234,659.74,66.9,88,13,0,0,1
CIRP-01122,Banking & Finance,NCLT Mumbai,2019-04-04,Appeal Pending,379,45.87,,60,19,0,1,0
CIRP-01123,Manufacturing,NCLT Kolkata,2019-04-06,Appeal Pending,596,28.25,,43,18,0,0,0
CIRP-01124,Telecom,NCLT Hyderabad,2021-01-26,Resolution Plan Approved,220,66.94,19.01,124,5,0,0,1
CIRP-01125,Energy,NCLT Kolkata,2017-06-05,Resolution Plan Approved,557,407.32,33.09,120,16,0,0,1
CIRP-01126,Manufacturing,NCLT Mumbai,2017-08-14,Resolution Plan Approved,1093,16.85,31.55,91,5,0,0,1
CIRP-01127,Real Estate,NCLT Hyderabad,2020-08-16,Ongoing,590,156.88,,21,5,0,0,0
CIRP-01128,Banking & Finance,NCLT Hyderabad,2017-01-05,Appeal Pending,469,261.54,,39,20,0,0,0
CIRP-01129,Retail,NCLT Delhi,2021-04-29,Withdrawn (Sec 12A),759,40.84,67.57,106,16,0,0,1
CIRP-01130,Real Estate,NCLT Mumbai,2018-02-08,Ongoing,330,426.23,,55,16,1,0,0
CIRP-01131,Infrastructure,NCLT Delhi,2022-11-10,Resolution Plan Approved,548,94.58,34.99,49,15,0,1,1
CIRP-01132,Banking & Finance,NCLT Delhi,2020-08-15,Resolution Plan Approved,1050,5.04,24.95,14,14,0,0,1
CIRP-01133,Manufacturing,NCLT Ahmedabad,2018-06-17,Withdrawn (Sec 12A),322,8.78,62.97,126,2,0,1,1
CIRP-01134,Manufacturing,NCLT Delhi,2018-11-02,Resolution Plan Approved,129,35.08,40.38,106,20,0,1,1
CIRP-01135,Telecom,NCLT Kolkata,2022-10-31,Ongoing,540,9.11,,104,18,0,0,0
CIRP-01136,Manufacturing,NCLT Mumbai,2019-03-02,Liquidation Order,1091,2.81,6.38,126,19,0,1,0
CIRP-01137,Infrastructure,NCLT Mumbai,2020-06-16,Appeal Pending,535,126.91,,91,2,0,1,0
CIRP-01138,Telecom,NCLT Chennai,2020-03-14,Resolution Plan Approved,800,115.27,46.23,112,12,0,0,1
CIRP-01139,Banking & Finance,NCLT Hyderabad,2019-01-17,Settled,921,88.35,58.66,45,10,0,0,1
CIRP-01140,Energy,NCLT Mumbai,2017-07-25,Withdrawn (Sec 12A),690,48.57,79.38,139,14,0,1,1
CIRP-01141,Real Estate,NCLT Kolkata,2017-04-24,Resolution Plan Approved,200,427.93,40.72,4,6,0,0,1
CIRP-01142,Infrastructure,NCLT Chennai,2018-05-06,Liquidation Order,780,28.31,0.68,121,6,0,1,0
CIRP-01143,IT / Technology,NCLT Mumbai,2018-09-02,Ongoing,245,379.65,,16,10,1,0,0
CIRP-01144,Manufacturing,NCLT Ahmedabad,2019-02-03,Resolution Plan Approved,1098,81.49,33.71,86,13,0,1,1
CIRP-01145,Infrastructure,NCLT Hyderabad,2017-06-26,Liquidation Order,1100,43.4,7.98,82,10,0,0,0
CIRP-01146,IT / Technology,NCLT Delhi,2019-11-19,Resolution Plan Approved,515,110.82,30.61,110,1,1,1,1
CIRP-01147,IT / Technology,NCLT Mumbai,2022-02-09,Ongoing,183,15.15,,3,17,0,0,0
CIRP-01148,Real Estate,NCLT Chennai,2020-11-06,Withdrawn (Sec 12A),855,84.83,55.31,28,20,0,1,1
CIRP-01149,Healthcare,NCLT Kolkata,2020-09-21,Withdrawn (Sec 12A),743,6.89,82.61,58,1,0,1,1
CIRP-01150,Healthcare,NCLT Delhi,2022-05-22,Settled,893,19.01,83.54,102,15,0,0,1
CIRP-01151,Infrastructure,NCLT Hyderabad,2022-01-21,Appeal Pending,116,116.89,,131,10,0,0,0
CIRP-01152,Manufacturing,NCLT Mumbai,2017-12-30,Settled,725,10.98,60.42,142,11,0,0,1
CIRP-01153,Healthcare,NCLT Ahmedabad,2020-08-02,Liquidation Order,806,5.52,0.37,61,0,0,0,0
CIRP-01154,Manufacturing,NCLT Mumbai,2017-10-02,Settled,254,3.69,66.91,68,16,0,0,1
CIRP-01155,Real Estate,NCLT Ahmedabad,2017-06-30,Liquidation Order,168,34.62,2.35,133,6,0,0,0
CIRP-01156,Energy,NCLT Mumbai,2019-02-12,Settled,905,357.15,83.16,16,1,0,1,1
CIRP-01157,Healthcare,NCLT Mumbai,2018-04-08,Liquidation Order,840,37.85,3.62,133,0,0,0,0
CIRP-01158,Retail,NCLT Ahmedabad,2022-03-16,Ongoing,390,0.45,,54,16,0,0,0
CIRP-01159,Retail,NCLT Kolkata,2021-05-03,Resolution Plan Approved,334,83.14,26.73,149,14,1,1,1
CIRP-01160,Infrastructure,NCLT Ahmedabad,2022-02-17,Appeal Pending,523,78.65,,92,15,0,1,0
CIRP-01161,Telecom,NCLT Mumbai,2022-11-06,Settled,599,64.07,49.7,22,13,0,1,1
CIRP-01162,Energy,NCLT Kolkata,2020-06-22,Settled,671,210.88,48.21,44,15,0,0,1
CIRP-01163,Retail,NCLT Chennai,2022-06-16,Resolution Plan Approved,243,30.5,43.82,16,6,0,1,1
CIRP-01164,Infrastructure,NCLT Ahmedabad,2022-09-29,Settled,132,1738.24,82.55,148,14,0,0,1
CIRP-01165,Infrastructure,NCLT Chennai,2021-09-27,Settled,526,56.11,57.53,7,7,0,0,1
CIRP-01166,Infrastructure,NCLT Ahmedabad,2022-07-27,Liquidation Order,234,70.02,2.6,34,1,1,0,0
CIRP-01167,Banking & Finance,NCLT Ahmedabad,2019-07-08,Ongoing,131,16.13,,120,1,0,1,0
CIRP-01168,Real Estate,NCLT Kolkata,2018-10-11,Settled,170,34.37,82.32,46,19,0,0,1
CIRP-01169,Real Estate,NCLT Mumbai,2020-06-11,Ongoing,438,41.6,,57,2,0,0,0
CIRP-01170,Banking & Finance,NCLT Ahmedabad,2019-03-19,Appeal Pending,427,415.91,,60,18,1,0,0
CIRP-01171,Healthcare,NCLT Hyderabad,2020-01-03,Resolution Plan Approved,610,13.58,27.29,29,18,0,1,1
CIRP-01172,Real Estate,NCLT Chennai,2018-09-15,Settled,830,89.63,48.56,95,18,0,0,1
CIRP-01173,Healthcare,NCLT Mumbai,2020-10-02,Withdrawn (Sec 12A),692,13.61,59.69,28,9,0,1,1
CIRP-01174,Others,NCLT Ahmedabad,2020-11-13,Withdrawn (Sec 12A),288,257.32,44.15,136,16,0,0,1
CIRP-01175,Infrastructure,NCLT Chennai,2020-04-02,Liquidation Order,679,42.94,10.19,60,15,0,0,0
CIRP-01176,Others,NCLT Chennai,2020-02-19,Ongoing,194,51.05,,55,9,0,0,0
CIRP-01177,Healthcare,NCLT Chennai,2020-08-11,Resolution Plan Approved,229,242.52,34.19,82,20,0,0,1
CIRP-01178,Banking & Finance,NCLT Delhi,2022-05-06,Settled,666,8.35,76.11,146,13,1,0,1
CIRP-01179,Healthcare,NCLT Kolkata,2022-02-19,Withdrawn (Sec 12A),311,70.67,39.93,17,19,0,0,1
CIRP-01180,Infrastructure,NCLT Mumbai,2022-11-08,Liquidation Order,696,512.36,1.69,53,11,0,0,0
CIRP-01181,Real Estate,NCLT Chennai,2021-04-04,Liquidation Order,828,353.02,0.07,33,17,0,0,0
CIRP-01182,Telecom,NCLT Delhi,2022-05-11,Appeal Pending,556,23.52,,66,0,1,1,0
CIRP-01183,Real Estate,NCLT Kolkata,2018-08-06,Resolution Plan Approved,870,1009.87,31.44,143,20,0,0,1
CIRP-01184,Retail,NCLT Delhi,2020-10-27,Resolution Plan Approved,473,3.26,34.22,35,0,0,0,1
CIRP-01185,Healthcare,NCLT Ahmedabad,2020-08-04,Appeal Pending,442,17.54,,14,11,0,0,0
